,0,1,wc
504031,8549644110113468002,1603669921090983480,411
504033,1449081105570280759,1603669921090983480,599
504035,3074149825170755080,1603669921090983480,443
504037,5812369752019938683,1603669921090983480,1637
504050,7725600704892827574,1603692520301103761,13
504055,4088767097862559184,1603696210082806254,98
504058,8584443227233732897,1603696210082806254,223
504061,6270372873092904105,1603696210082806254,500
504065,2323254361499423733,1603700201407418552,0
504070,2954896104478532342,1603700201407418552,0
504071,178259339233409306,1603700201407418552,0
504073,4826776227449345294,1603700201407418552,147
504102,6910353594628251296,1603742017103934603,130
504103,8865755474402468518,1603742017103934603,79
504105,1070633990271152543,1603742017103934603,65
504106,8401956447508418257,1603742017103934603,71
504107,7750969443573420531,1603742017103934603,78
504108,6338508968299297975,1603742017103934603,88
504109,7000295189806140297,1603742017103934603,70
504111,3700177563501175055,1603746857382275383,28
504119,2222067931441354546,16037561,0
504120,7446394795594602279,16037561,55
504121,4828434859034739766,16037561,0
504122,875074897491746926,16037561,0
504123,353657408012195894,16037561,0
504124,1417286270801231844,16037561,0
504125,2490421214695415963,16037561,0
504126,3835057690511407191,16037561,0
504127,6147108397962961691,16037561,0
504128,453252936568109508,16037561,0
504141,8335737463643825454,1603770726027424694,275
504144,3348454413783745165,1603770726027424694,372
504146,240440705531887786,1603770726027424694,415
504147,2332795128751908141,160377361740096041,21
504158,4257947147400731098,16037801,19
504159,1269443841978375821,16037801,84
504161,9071291167945424571,16037801,16
504167,3389671237637491315,1603783048995150085,87
504168,4308827008387117964,1603783048995150085,158
504172,5960350453881018718,1603783048995150085,0
504177,150109410400185308,1603783654332597702,29
504194,4747212825343636940,1603792799854726072,3
504195,4174451609357065121,1603792799854726072,10
504196,1472603468379047907,1603792799854726072,34
504197,5643996646245851477,1603792799854726072,59
504198,1341721516343474335,1603792799854726072,48
504199,5482149267946467526,1603792799854726072,40
504201,5459517032271586789,1603792799854726072,63
504202,8449343810632071739,1603792799854726072,25
504203,4951099068524426629,1603792799854726072,10
504204,3779697144475215303,1603797669026172721,206
504207,2820583881329780067,1603797669026172721,284
504208,7975126224893324206,1603797669026172721,17
504209,7570816570300728612,1603797669026172721,23
504213,6991301823103689778,1603797669026172721,324
504234,2581182813432293337,1603839021740082361,3
504235,1063859761749596173,1603839021740082361,0
504236,1748032212527804212,1603839021740082361,18
504238,2037091258700697329,1603839021740082361,0
504239,3373207023343788552,1603839021740082361,6
504244,1952365030382334134,1603849754616618719,0
504245,8152009422146490824,1603849754616618719,0
504246,2870841336687999680,1603849754616618719,0
504247,5051158761814952904,1603849754616618719,0
504249,8421457385974094729,1603849754616618719,0
504250,7038947657159333796,1603849754616618719,0
504251,4989272179928560804,1603849754616618719,0
504253,5775708149622364294,1603849754616618719,0
504267,315892931807346721,1603871952181914628,398
504288,7507235691539013339,1603895780236329169,9
504290,2004392884983950572,1603895780236329169,63
504291,2953469014525535178,1603905708758602076,0
504292,6268514192603907367,1603905708758602076,0
504300,257796803487050593,1603905708758602076,0
504304,2450792543150104057,1603929685521570510,0
504305,6109659433917714726,1603929685521570510,0
504307,6061731208298286949,1603945788434277765,52
504311,5030196181169072837,1603945788434277765,35
504314,8507240281704414754,1603945788434277765,8
504317,5485569572833840273,16039473,91
504319,6176353689827727963,16039473,679
504320,7772718518429752645,16039473,356
504326,2516262383718583139,16039473,96
504330,5237736834379073967,1603947590569111715,48
504338,2189518392862260971,160395977243909726,216
504343,5000219411113774532,160395977243909726,485
504344,7425560731176335583,160395977243909726,185
504353,1382383166269182963,1603967383915670849,4
504357,3460767289328919697,1603968650910653003,826
504358,5854479088183806469,1603968650910653003,388
504359,599354049800756894,1603968650910653003,286
504363,4997799701547774047,1603968650910653003,47
504364,561587869207924174,1603968650910653003,100
504376,7797321473975761204,1603989485204996077,29
504381,7644749898721860746,1603990842125144828,79
504384,8752894246459833057,1604011300603444446,0
504389,4050873053929296452,1604011300603444446,0
504391,2799212586698067798,1604011300603444446,0
504411,6714911251840726022,1604067033536216323,240
504457,3544675635895161258,1604118860854048014,260
504466,9165490387944014285,1604133786218927514,3
504474,7973091267886510153,1604133786218927514,6
504483,4070689580943058236,1604147159274993907,396
504487,5591621238351428064,1604159246793703372,15
504488,3978385312852408804,1604159246793703372,31
504490,7981068626259311153,1604159246793703372,48
504491,2891954690650018634,1604159246793703372,330
504494,5063603940917871972,1604159246793703372,45
504496,8223113941945704976,160416901697823421,94
504497,8188654602695641795,160416901697823421,99
504530,5575964380570395691,16041829968558350,111
504531,1966774951578866707,16041829968558350,105
504545,7024105624970139096,1604188153205155909,0
504548,3937161907805136727,1604188153205155909,0
504553,3286784357591003129,1604188153205155909,0
504597,2546155584780122949,1604299424987627065,4
504610,3427730388311066980,1604366712340457617,180
504612,6528145120719291863,1604366712340457617,48
504613,6040643284379154501,1604366712340457617,187
504614,2137241178932179132,1604366712340457617,94
504615,2523655074660317755,1604366712340457617,111
504616,5599866614087609066,1604366712340457617,94
504617,2638158898476473043,1604366712340457617,90
504618,2673582074034508558,1604366712340457617,122
504630,7098095114646327026,1604393105404726163,346
504632,8357982719259921537,1604393105404726163,320
504633,1435002980105148355,1604393105404726163,420
504634,3988655110849699387,1604393105404726163,624
504638,7792020463814527580,1604393105404726163,735
504650,8411679406299513638,1604409509759816491,0
504652,7275416264552224809,1604409509759816491,55
504654,1492208027748357095,1604409509759816491,14
504682,2960568523924822307,1604449562618184071,47
504685,8331612125079170354,1604449562618184071,760
504688,196355759849476846,1604453293031712846,347
504689,642870387071157869,1604453293031712846,137
504690,4156539433465396577,1604453293031712846,34
504692,1915587944463848879,1604453293031712846,147
504694,296550917666439306,1604453293031712846,86
504696,239334532751542620,1604460649125279218,539
504697,7046796910308902426,1604460649125279218,385
504698,5335220733746644088,1604460649125279218,706
504699,7142050006610747631,1604460649125279218,901
504700,7789371858934698771,1604460649125279218,635
504701,2596596823454359081,1604460649125279218,502
504702,7067564200542395402,1604460649125279218,527
504703,6449645703063042534,1604460649125279218,815
504704,3160201082906170491,1604460649125279218,826
504705,1987472229550035599,1604460649125279218,690
504707,5546355441901423915,1604461398833421591,340
504709,7618589421104755676,1604461398833421591,337
504710,9126840429722818421,1604461398833421591,239
504711,5685125961105210546,1604461398833421591,228
504713,6947374353326048067,1604461398833421591,182
504714,4726272495648151677,1604461398833421591,238
504715,9199796204046518934,1604461398833421591,328
504717,6754620580857869039,1604496399331266466,878
504718,8028087890597687122,1604496399331266466,115
504719,2817055175724512408,1604496399331266466,34
504721,4645960066478796655,1604496399331266466,65
504722,2828005507858924827,1604496399331266466,186
504723,5908838673781864767,1604496399331266466,117
504725,785265143657446263,1604496399331266466,214
504729,2772256001974174512,160452515007064156,63
504736,2887148127404511447,1604525178896738180,395
504740,5213631738439670944,1604525178896738180,228
504742,324232237475755230,1604525178896738180,437
504743,667780786364575720,1604525178896738180,443
504747,5178129563501533389,1604561354538884431,5
504749,1216897854270674900,1604561354538884431,872
504750,496041826768050363,1604561354538884431,5
504751,2853285645628486286,1604561354538884431,18
504754,4125289383697754219,1604561354538884431,10
504768,241645002379067523,1604576568842298946,252
504771,5107633428241583783,1604576568842298946,24
504773,1581519034626473353,1604576568842298946,17
504774,2647240023869332330,1604576568842298946,100
504788,5951528392071778620,1604587416223456343,8
504790,2062577694296273118,1604587416223456343,139
504806,5192488824113893220,1604611216877221323,26
504811,6470997452823100969,1604612295579509881,0
504814,2476232986572163099,1604612295579509881,0
504815,2849379377878108644,1604612295579509881,0
504817,3987017465431855175,1604612295579509881,0
504828,6994316348273791805,1604619473215350188,149
504834,6683976621034291816,1604638544069920927,310
504839,8070013132020707185,1604638544069920927,28
504842,4195876017200796806,1604650196635660550,28
504848,5969133239432136248,1604650196635660550,173
504852,5391002323980537804,1604650740877317861,235
504853,2619919573813461382,1604650740877317861,270
504859,4054770938833866781,1604650740877317861,142
504872,3956869372161803040,1604656868898504357,216
504878,2244805495206498899,1604656868898504357,531
504881,3581817067986505671,160468305932713150,130
504882,160388380406167055,160468305932713150,69
504883,3818099468955471938,160468305932713150,63
504884,3229973022504637136,160468305932713150,539
504886,85072531076224300,160468305932713150,316
504889,4496066498655077846,160468305932713150,111
504905,6023469112224874841,1604688504158170888,32
504907,9185229178530161610,1604688504158170888,153
504908,711401129663222606,1604688504158170888,6
504909,8126360499555578419,1604688504158170888,48
504930,4757452285244714175,1604728055098141047,0
504936,1490600017578956019,1604728055098141047,13
504937,8026791041866161949,1604728055098141047,0
504939,2980790460972155507,1604745094860330850,240
504943,8578359287169783474,1604745094860330850,183
504944,8358158204539258922,1604745094860330850,164
504946,82092675090847396,1604745094860330850,201
504959,3619097865996207203,1604779254570297424,2329
504963,3314908706180252977,1604779254570297424,503
504969,4254115861214723890,1604789718882385612,91
504971,8733324630268366226,1604789718882385612,85
504972,7779192586891010691,1604789718882385612,0
504977,8980739703332272671,1604790707722975818,379
504978,325353204917367038,1604790707722975818,870
505006,9196784178756465010,1604821745924037674,6
505019,1156255917348820849,1604846129957767638,202
505027,1298315462165852500,1604886960294070736,364
505031,7070980600376715420,1604886960294070736,122
505036,5234543112999976439,1604896485976889260,303
505040,8151893387914939353,1604896485976889260,110
505042,1743086590526970484,1604896485976889260,70
505044,2878739690684688201,1604896485976889260,137
505049,7608443080876530880,160491039797817493,265
505050,7780366165735205876,160491039797817493,817
505051,8790039355194073627,160491039797817493,436
505068,4053796731652807116,1604953459287543350,288
505069,6672297820088901362,1604953459287543350,154
505070,9155258649107844169,1604953459287543350,427
505071,6514008548960225876,1604953459287543350,103
